conversation_id,message_id,customer_id,timestamp,promise_text,action,amount,deadline_text,normalized_deadline,detected_status,days_overdue,detected_broken_promise,fulfilled,fulfillment_message_id,fulfillment_similarity
CONV-000787,MSG-000787-03,CUST-0614,2026-01-07 08:43:00,Quick note on ticket 852934: Hi — I’m going to arrange a replacement unit today.,arrange a replacement unit,,today,2026-01-07 00:00:00,overdue,244.68129567592595,1,False,,0.0
CONV-000787,MSG-000787-04,CUST-0614,2026-01-07 08:49:00,"For the record, I can take this forward and update the access settings tomorrow.",update the access settings,,tomorrow,2026-01-08 00:00:00,overdue,243.68129567599536,1,False,,0.0
CONV-000788,MSG-000788-03,CUST-0878,2026-03-11 07:13:00,"On the current thread (892529), Count on me to review the account history today.",review the account history,,today,2026-03-11 00:00:00,overdue,181.6812956760764,1,False,,0.0
CONV-000788,MSG-000788-08,CUST-0878,2026-03-11 08:11:02,"For case 932124, Leave this with me — I’ll arrange a replacement unit today.",arrange a replacement unit,,today,2026-03-11 00:00:00,overdue,181.68129567615742,1,False,,0.0
CONV-000788,MSG-000788-11,CUST-0878,2026-03-11 09:07:01,"On the current thread (955881), I’ll personally send the corrected invoice within 24 hours.",send the corrected invoice,,within 24 hours,2026-03-12 09:07:01,overdue,180.30142299104168,1,False,,0.0
CONV-000789,MSG-000789-03,CUST-0272,2026-05-02 03:16:00,"Looking at request 979638, I will confirm the cancellation details later this week.",confirm the cancellation details,,this week,2026-05-08 00:00:00,overdue,123.68129567630787,1,False,,0.0
CONV-000790,MSG-000790-01,CUST-0892,2026-02-13 03:21:00,"Looking at request 003412, I’m going to confirm the cancellation details — tomorrow.",confirm the cancellation details,,tomorrow,2026-02-14 00:00:00,overdue,206.68129567637735,0,True,MSG-000790-02,0.5206055641174316
CONV-000790,MSG-000790-03,CUST-0892,2026-02-13 03:35:01,"In this account context, Let me review the account history — by Friday. thx",review the account history,,,,no_deadline,0.0,0,False,,0.0
CONV-000791,MSG-000791-01,CUST-0487,2026-02-08 15:34:00,"On the support thread, I can take this forward and raise this with the engineering queue within 24 hours, then I’ll update you.",raise this with the engineering queue,,within 24 hours,2026-02-09 15:34:00,overdue,211.03268456534724,1,False,,0.0
CONV-000792,MSG-000792-01,CUST-0827,2026-01-23 22:58:00,"For the record, Hi — I will send a written explanation — tomorrow.",send a written explanation,,tomorrow,2026-01-24 00:00:00,overdue,227.68129567653938,1,False,,0.0
CONV-000792,MSG-000792-03,CUST-0827,2026-01-23 23:10:00,"In this account context, I’m going to call you with the outcome — today.",call you with the outcome,,today,2026-01-23 00:00:00,overdue,228.68129567662038,1,False,,0.0
CONV-000793,MSG-000793-01,CUST-0835,2026-04-27 22:58:00,Quick note on ticket 106359: Leave this with me — I’ll share the diagnostic notes by Friday.,share the diagnostic notes,,,,no_deadline,0.0,0,False,,0.0
CONV-000793,MSG-000793-04,CUST-0835,2026-04-27 23:16:01,Regarding reference 130116: I’ll personally send a written explanation tomorrow.,send a written explanation,,tomorrow,2026-04-28 00:00:00,overdue,133.68129567670138,1,False,,0.0
CONV-000793,MSG-000793-08,CUST-0835,2026-04-28 00:01:00,"For the record, I’ll make sure I coordinate the refund review — today.",coordinate the refund review,,today,2026-04-28 00:00:00,overdue,133.68129567677084,1,False,,0.0
CONV-000794,MSG-000794-02,CUST-0949,2026-05-01 01:13:00,"For case 177630, Count on me to send a written explanation tomorrow, then I’ll update you.",send a written explanation,,tomorrow,2026-05-02 00:00:00,overdue,129.68129567685185,1,False,,0.0
CONV-000794,MSG-000794-04,CUST-0949,2026-05-01 01:17:00,"On the support thread, leave this with me — i’ll restore the missing entitlement — by friday.",restore the missing entitlement,,,,no_deadline,0.0,0,False,,0.0
CONV-000795,MSG-000795-01,CUST-0529,2026-03-22 08:28:00,"On the current thread (217225), I will trace the failed payment — today.",trace the failed payment,,today,2026-03-22 00:00:00,overdue,170.68129567693288,1,False,,0.0
CONV-000795,MSG-000795-03,CUST-0529,2026-03-22 08:46:00,Quick note on ticket 233063: Count on me to attach the requested export — tomorrow. thx,attach the requested export,,tomorrow,2026-03-23 00:00:00,overdue,169.68129567701388,1,False,,0.0
CONV-000796,MSG-000796-03,CUST-0479,2026-04-21 08:42:00,"For the record, I can take this forward and trace the failed payment then circle back here.",trace the failed payment,,,,no_deadline,0.0,0,False,,0.0
CONV-000797,MSG-000797-02,CUST-0288,2026-08-05 07:22:00,"For the record, I’ll make sure I share the diagnostic notes tomorrow, then I’ll update you.",share the diagnostic notes,,tomorrow,2026-08-06 00:00:00,overdue,33.68129567709491,1,False,,0.0
CONV-000797,MSG-000797-03,CUST-0288,2026-08-05 07:44:00,"On the support thread, Leave this with me — I’ll share the diagnostic notes today, then I’ll update you.",share the diagnostic notes,,today,2026-08-05 00:00:00,overdue,34.68129567716435,1,False,,0.0
CONV-000798,MSG-000798-04,CUST-0094,2026-06-20 21:45:00,"Looking at request 375605, Hi — Let me send a written explanation — within 24 hours.",send a written explanation,,within 24 hours,2026-06-21 21:45:00,overdue,78.77504567724537,1,False,,0.0
CONV-000801,MSG-000801-02,CUST-0448,2026-06-14 14:46:00,"On the support thread, I’ll make sure I restore the missing entitlement without requiring another message from you.",restore the missing entitlement,,,,no_deadline,0.0,0,False,,0.0
CONV-000802,MSG-000802-04,CUST-0186,2026-01-10 11:42:01,"Looking at request 549823, i’ll make sure i ask our security team to verify the login later this week.",ask our security team to verify the login,,this week,2026-01-16 00:00:00,overdue,235.68129567732637,1,False,,0.0
CONV-000802,MSG-000802-05,CUST-0186,2026-01-10 12:10:00,"Looking at request 557742, I’ll personally restore the missing entitlement — later this week.",restore the missing entitlement,,this week,2026-01-16 00:00:00,overdue,235.68129567739584,1,False,,0.0
CONV-000802,MSG-000802-08,CUST-0186,2026-01-10 12:24:02,"Regarding reference 581499: Count on me to review the account history today, then I’ll update you.",review the account history,,today,2026-01-10 00:00:00,overdue,241.68129567747687,1,False,,0.0
CONV-000804,MSG-000804-02,CUST-0709,2026-03-11 07:54:00,"In this account context, i’ll attach the requested export later this week.",attach the requested export,,this week,2026-03-17 00:00:00,overdue,175.68129567755787,1,False,,0.0
CONV-000806,MSG-000806-04,CUST-0191,2026-01-15 09:46:00,"In this account context, I’ll personally attach the requested export — by Friday.",attach the requested export,,,,no_deadline,0.0,0,False,,0.0
CONV-000806,MSG-000806-09,CUST-0191,2026-01-15 10:56:00,"Regarding reference 771555: I will send a written explanation tomorrow, then I’ll update you.",send a written explanation,,tomorrow,2026-01-16 00:00:00,overdue,235.6812956776389,1,False,,0.0
CONV-000806,MSG-000806-10,CUST-0191,2026-01-15 10:56:01,"On the current thread (779474), I’ll raise this with the engineering queue — by Friday.",raise this with the engineering queue,,,,no_deadline,0.0,0,False,,0.0
CONV-000807,MSG-000807-03,CUST-0843,2026-05-17 00:49:00,"For case 811150, Let me check the delivery scan by Friday, then I’ll update you.",check the delivery scan,,,,no_deadline,0.0,0,False,,0.0
CONV-000810,MSG-000810-03,CUST-0811,2026-02-11 23:17:00,"On the support thread, Count on me to review the account history today.",review the account history,,today,2026-02-11 00:00:00,overdue,209.6812956777199,1,False,,0.0
CONV-000812,MSG-000812-06,CUST-0150,2026-03-30 08:49:01,"For case 977449, I’m going to arrange a replacement unit — today.",arrange a replacement unit,,today,2026-03-30 00:00:00,overdue,162.68129567780093,1,False,,0.0
CONV-000813,MSG-000813-01,CUST-0982,2026-06-12 02:25:00,"On the support thread, I’ll personally check the delivery scan within 24 hours, then I’ll update you.",check the delivery scan,,within 24 hours,2026-06-13 02:25:00,overdue,87.58060123342592,1,False,,0.0
CONV-000815,MSG-000815-03,CUST-0916,2026-02-08 06:51:00,"Quick note on ticket 080413: ill make sure I coordinate the refund review today, then ill update u. thx",coordinate the refund review,,today,2026-02-08 00:00:00,overdue,212.6812956779514,1,False,,0.0
CONV-000816,MSG-000816-02,CUST-0087,2026-05-06 18:26:00,"For case 112089, Leave this with me — I’ll trace the failed payment within 24 hours, then I’ll update you.",trace the failed payment,,within 24 hours,2026-05-07 18:26:00,overdue,123.91324012247686,1,False,,0.0
CONV-000819,MSG-000819-01,CUST-0714,2026-08-12 08:18:00,Regarding reference 215036: Leave this with me — ill review the account history today. thx,review the account history,,today,2026-08-12 00:00:00,overdue,27.68129567810185,1,False,,0.0
CONV-000819,MSG-000819-03,CUST-0714,2026-08-12 08:32:01,"In this account context, i can take this forward and raise this with the engineering queue within 24 hours.",raise this with the engineering queue,,within 24 hours,2026-08-13 08:32:01,overdue,26.325728548553244,1,False,,0.0
CONV-000819,MSG-000819-06,CUST-0714,2026-08-12 09:28:00,Regarding reference 254631: I can take this forward and share the diagnostic notes tomorrow.,share the diagnostic notes,,tomorrow,2026-08-13 00:00:00,overdue,26.681295678252315,1,False,,0.0
CONV-000819,MSG-000819-07,CUST-0714,2026-08-12 09:28:01,"Looking at request 262550, I’ll make sure I arrange a replacement unit today.",arrange a replacement unit,,today,2026-08-12 00:00:00,overdue,27.68129567833333,1,False,,0.0
CONV-000820,MSG-000820-01,CUST-0936,2026-07-27 15:16:00,"Looking at request 270469, ill make sure I trace the failed payment without requiring another message from u. thx",trace the failed payment,,,,no_deadline,0.0,0,False,,0.0
CONV-000821,MSG-000821-03,CUST-0135,2026-03-11 08:35:00,Regarding reference 325902: Hi — I’ll confirm the cancellation details — today.,confirm the cancellation details,,today,2026-03-11 00:00:00,overdue,181.68129567841436,1,False,,0.0
CONV-000823,MSG-000823-01,CUST-0869,2026-03-01 20:28:00,"On the current thread (357578), I’m going to attach the requested export and update you once I have news.",attach the requested export,,,,no_deadline,0.0,0,False,,0.0
CONV-000823,MSG-000823-06,CUST-0869,2026-03-01 21:13:00,"For the record, Leave this with me — I’ll review the account history today, then I’ll update you.",review the account history,,today,2026-03-01 00:00:00,overdue,191.68129567849536,1,False,,0.0
CONV-000824,MSG-000824-03,CUST-0246,2026-01-24 01:20:00,"Regarding reference 452606: ill personally ask our security team to verify the login later this week, then ill update u. thx",ask our security team to verify the login,,this week,2026-01-30 00:00:00,overdue,221.6812956785764,1,False,,0.0
CONV-000829,MSG-000829-02,CUST-0970,2026-03-26 20:52:00,"For the record, Hi — I will trace the failed payment later this week.",trace the failed payment,,this week,2026-04-01 00:00:00,overdue,160.68129567864582,1,False,,0.0
CONV-000830,MSG-000830-02,CUST-0529,2026-04-30 09:44:00,"On the support thread, I will arrange a replacement unit by Friday, then I’ll update you.",arrange a replacement unit,,,,no_deadline,0.0,0,False,,0.0
CONV-000831,MSG-000831-02,CUST-0549,2026-04-26 13:39:00,"For case 682257, I’ll make sure I ask our security team to verify the login — tomorrow.",ask our security team to verify the login,,tomorrow,2026-04-27 00:00:00,overdue,134.68129567872685,1,False,,0.0
CONV-000831,MSG-000831-05,CUST-0549,2026-04-26 13:59:00,"On the support thread, I can take this forward and raise this with the engineering queue and update you once I have news.",raise this with the engineering queue,,,,no_deadline,0.0,0,False,,0.0
CONV-000831,MSG-000831-06,CUST-0549,2026-04-26 13:59:01,Quick note on ticket 713933: Leave this with me — I’ll send a written explanation later this week.,send a written explanation,,this week,2026-05-02 00:00:00,overdue,129.68129567880788,1,False,,0.0
CONV-000832,MSG-000832-03,CUST-0690,2026-06-23 17:44:01,"On the support thread, ill coordinate the refund review — within 24 hours. thx",coordinate the refund review,,within 24 hours,2026-06-24 17:44:01,overdue,75.94239521592593,1,False,,0.0
CONV-000832,MSG-000832-04,CUST-0690,2026-06-23 17:48:00,"For case 761447, I will ask our security team to verify the login later this week, then I’ll update you.",ask our security team to verify the login,,this week,2026-06-29 00:00:00,overdue,71.68129567895834,1,False,,0.0
CONV-000833,MSG-000833-02,CUST-0802,2026-07-25 02:40:00,Quick note on ticket 777285: i will call you with the outcome — within 24 hours.,call you with the outcome,,within 24 hours,2026-07-26 02:40:00,overdue,44.570184567928244,1,False,,0.0
CONV-000833,MSG-000833-04,CUST-0802,2026-07-25 03:08:00,"Looking at request 793123, I’ll make sure I send the corrected invoice — by Friday.",send the corrected invoice,,,,no_deadline,0.0,0,False,,0.0
CONV-000834,MSG-000834-03,CUST-0707,2026-03-16 03:52:00,"Looking at request 816880, i’ll personally send the corrected invoice and keep you posted.",send the corrected invoice,,,,no_deadline,0.0,0,False,,0.0
CONV-000834,MSG-000834-04,CUST-0707,2026-03-16 04:22:00,"On the current thread (824799), Count on me to confirm the cancellation details — today.",confirm the cancellation details,,today,2026-03-16 00:00:00,overdue,176.68129567912035,1,False,,0.0
CONV-000835,MSG-000835-01,CUST-0795,2026-07-18 13:21:00,"On the support thread, I’m going to check the delivery scan today, then I’ll update you.",check the delivery scan,,today,2026-07-18 00:00:00,overdue,52.68129567924768,1,False,,0.0
CONV-000836,MSG-000836-01,CUST-0043,2026-05-18 03:52:00,"For case 919827, I’ll check the delivery scan later this week.",check the delivery scan,,this week,2026-05-24 00:00:00,overdue,107.6812956793287,1,False,,0.0
CONV-000837,MSG-000837-01,CUST-0810,2026-03-09 15:53:00,"For case 975260, I’ll personally share the diagnostic notes later this week.",share the diagnostic notes,,this week,2026-03-15 00:00:00,overdue,177.68129567940971,1,False,,0.0
CONV-000837,MSG-000837-04,CUST-0810,2026-03-09 16:11:01,"Looking at request 999017, Let me coordinate the refund review today, then I’ll update you.",coordinate the refund review,,today,2026-03-09 00:00:00,overdue,183.68129567947915,1,False,,0.0
CONV-000837,MSG-000837-05,CUST-0810,2026-03-09 16:49:00,"On the current thread (006953), Hi — Let me send a written explanation by Friday.",send a written explanation,,,,no_deadline,0.0,0,False,,0.0
CONV-000838,MSG-000838-01,CUST-0299,2026-07-16 16:23:00,Quick note on ticket 022791: I’ll make sure I review the account history — tomorrow. I know this has been frustrating.,review the account history,,tomorrow,2026-07-17 00:00:00,overdue,53.681295679560186,1,False,,0.0
CONV-000839,MSG-000839-04,CUST-0884,2026-07-16 20:29:00,Quick note on ticket 086143: Count on me to update the access settings — by Friday. thx,update the access settings,,,,no_deadline,0.0,0,False,,0.0
CONV-000840,MSG-000840-04,CUST-0074,2026-04-30 16:06:02,Quick note on ticket 117819: I’m going to coordinate the refund review today.,coordinate the refund review,,today,2026-04-30 00:00:00,overdue,131.6812956796412,1,False,,0.0
CONV-000840,MSG-000840-05,CUST-0074,2026-04-30 16:48:00,"In this account context, let me send the corrected invoice today, then i’ll update you.",send the corrected invoice,,today,2026-04-30 00:00:00,overdue,131.68129567972224,1,False,,0.0
CONV-000841,MSG-000841-01,CUST-0438,2026-01-21 19:09:00,"In this account context, I’ll make sure I raise this with the engineering queue and update you once I have news.",raise this with the engineering queue,,,,no_deadline,0.0,0,False,,0.0
CONV-000841,MSG-000841-03,CUST-0438,2026-01-21 19:37:00,Regarding reference 165333: Hi — I can take this forward and raise this with the engineering queue by Friday.,raise this with the engineering queue,,,,no_deadline,0.0,0,False,,0.0
CONV-000842,MSG-000842-01,CUST-0092,2026-03-22 04:06:00,Quick note on ticket 189090: I’ll make sure I review the account history — today. I know this has been frustrating.,review the account history,,today,2026-03-22 00:00:00,overdue,170.68129567980324,1,False,,0.0
CONV-000842,MSG-000842-02,CUST-0092,2026-03-22 04:20:00,Regarding reference 197009: Count on me to send a written explanation tomorrow.,send a written explanation,,tomorrow,2026-03-23 00:00:00,overdue,169.68129567988427,1,False,,0.0
CONV-000842,MSG-000842-04,CUST-0092,2026-03-22 04:33:00,Quick note on ticket 212847: I’ll make sure I send the corrected invoice — today. I know this has been frustrating.,send the corrected invoice,,today,2026-03-22 00:00:00,overdue,170.68129567996527,1,False,,0.0
CONV-000843,MSG-000843-02,CUST-0194,2026-01-16 23:48:00,"On the current thread (236604), I’ll call you with the outcome tomorrow, then I’ll update you.",call you with the outcome,,tomorrow,2026-01-17 00:00:00,overdue,234.6812956800347,1,False,,0.0
CONV-000844,MSG-000844-02,CUST-0772,2026-05-13 18:53:00,"Quick note on ticket 268280: ill confirm the cancellation details today, then ill update u. thx",confirm the cancellation details,,today,2026-05-13 00:00:00,overdue,118.68129568011574,1,False,,0.0
CONV-000844,MSG-000844-05,CUST-0772,2026-05-13 19:43:00,"For the record, I’ll personally coordinate the refund review tomorrow. I know this has been frustrating.",coordinate the refund review,,tomorrow,2026-05-14 00:00:00,overdue,117.68129568039352,1,False,,0.0
CONV-000845,MSG-000845-01,CUST-0719,2026-06-14 09:37:00,Quick note on ticket 307875: Count on me to confirm the cancellation details by Friday.,confirm the cancellation details,,,,no_deadline,0.0,0,False,,0.0
CONV-000845,MSG-000845-02,CUST-0719,2026-06-14 09:43:00,"In this account context, I’ll trace the failed payment — today.",trace the failed payment,,today,2026-06-14 00:00:00,overdue,86.68129568056713,1,False,,0.0
CONV-000846,MSG-000846-02,CUST-0312,2026-06-14 22:10:00,Regarding reference 347470: I can take this forward and call you with the outcome — by Friday.,call you with the outcome,,,,no_deadline,0.0,0,False,,0.0
CONV-000846,MSG-000846-03,CUST-0312,2026-06-14 22:24:00,"On the current thread (355389), Leave this with me — I’ll ask our security team to verify the login today, then I’ll update you. I know this has been frustrating.",ask our security team to verify the login,,today,2026-06-14 00:00:00,overdue,86.68129568322917,1,False,,0.0
CONV-000847,MSG-000847-03,CUST-0868,2026-01-18 10:22:00,Regarding reference 379146: I’m going to trace the failed payment — today. I know this has been frustrating.,trace the failed payment,,today,2026-01-18 00:00:00,overdue,233.68129568337963,1,False,,0.0
CONV-000851,MSG-000851-04,CUST-0862,2026-04-30 21:04:00,"In this account context, I’ll personally update the access settings — today.",update the access settings,,today,2026-04-30 00:00:00,overdue,131.68129568347223,1,False,,0.0
CONV-000854,MSG-000854-04,CUST-0150,2026-02-19 21:40:00,"Looking at request 632554, ill make sure I send a written explanation within 24 hours. thx",send a written explanation,,within 24 hours,2026-02-20 21:40:00,overdue,199.77851790616896,1,False,,0.0
CONV-000854,MSG-000854-05,CUST-0150,2026-02-19 21:40:01,"On the support thread, Leave this with me — I’ll review the account history today, then I’ll update you. I know this has been frustrating.",review the account history,,today,2026-02-19 00:00:00,overdue,201.68129568409722,1,False,,0.0
CONV-000855,MSG-000855-02,CUST-0129,2026-08-09 02:31:00,"For the record, Let me send a written explanation by Friday, then ill update u. thx",send a written explanation,,,,no_deadline,0.0,0,False,,0.0
CONV-000855,MSG-000855-04,CUST-0129,2026-08-09 02:45:00,"Quick note on ticket 672149: Count on me to raise this with the engineering queue later this week, then I’ll update you. I know this has been frustrating.",raise this with the engineering queue,,this week,2026-08-15 00:00:00,overdue,24.681295684189816,1,False,,0.0
CONV-000856,MSG-000856-01,CUST-0500,2026-01-23 19:18:00,"For the record, Leave this with me — I’ll coordinate the refund review — today.",coordinate the refund review,,today,2026-01-23 00:00:00,overdue,228.68129568427085,1,False,,0.0
CONV-000857,MSG-000857-03,CUST-0986,2026-03-13 22:56:00,Regarding reference 735501: I’ll personally check the delivery scan — tomorrow.,check the delivery scan,,tomorrow,2026-03-14 00:00:00,overdue,178.68129568434028,1,False,,0.0
CONV-000859,MSG-000859-03,CUST-0875,2026-05-11 01:10:00,"On the support thread, I’ll personally coordinate the refund review within 24 hours, then I’ll update you.",coordinate the refund review,,within 24 hours,2026-05-12 01:10:00,overdue,119.63268457331017,1,False,,0.0
CONV-000859,MSG-000859-07,CUST-0875,2026-05-11 02:08:01,"Looking at request 838448, I’m going to update the access settings — tomorrow.",update the access settings,,tomorrow,2026-05-12 00:00:00,overdue,119.6812956845023,1,False,,0.0
CONV-000861,MSG-000861-02,CUST-0319,2026-08-07 01:28:00,"For case 885962, I’m going to call you with the outcome tomorrow, then I’ll update you.",call you with the outcome,,tomorrow,2026-08-08 00:00:00,overdue,31.681295684583333,1,False,,0.0
CONV-000862,MSG-000862-01,CUST-0641,2026-01-13 19:17:00,"In this account context, Hi — I’m going to call you with the outcome — today.",call you with the outcome,,today,2026-01-13 00:00:00,overdue,238.68129568466435,1,False,,0.0
CONV-000862,MSG-000862-04,CUST-0641,2026-01-13 19:29:00,"Looking at request 957233, I can take this forward and coordinate the refund review by Friday, then I’ll update you.",coordinate the refund review,,,,no_deadline,0.0,0,False,,0.0
CONV-000863,MSG-000863-05,CUST-0507,2026-08-04 18:47:01,"For the record, leave this with me — i’ll confirm the cancellation details today, then i’ll update you.",confirm the cancellation details,,today,2026-08-04 00:00:00,overdue,35.68129568474537,1,False,,0.0
CONV-000863,MSG-000863-06,CUST-0507,2026-08-04 19:15:00,"Looking at request 004764, Count on me to raise this with the engineering queue and update you once I have news. I know this has been frustrating.",raise this with the engineering queue,,,,no_deadline,0.0,0,False,,0.0
CONV-000864,MSG-000864-01,CUST-0963,2026-07-14 12:35:00,"Looking at request 020602, Count on me to share the diagnostic notes tomorrow, then I’ll update you. I know this has been frustrating.",share the diagnostic notes,,tomorrow,2026-07-15 00:00:00,overdue,55.681295684826395,1,False,,0.0
CONV-000865,MSG-000865-02,CUST-0070,2026-01-03 11:37:00,"In this account context, Count on me to send the corrected invoice tomorrow.",send the corrected invoice,,tomorrow,2026-01-04 00:00:00,overdue,247.68129568489584,1,False,,0.0
CONV-000866,MSG-000866-02,CUST-0310,2026-05-01 21:54:00,Quick note on ticket 083954: I will coordinate the refund review — within 24 hours.,coordinate the refund review,,within 24 hours,2026-05-02 21:54:00,overdue,128.76879568497685,1,False,,0.0
CONV-000867,MSG-000867-01,CUST-0667,2026-08-08 09:29:00,"For case 123549, leave this with me — i’ll attach the requested export by friday.",attach the requested export,,,,no_deadline,0.0,0,False,,0.0
CONV-000868,MSG-000868-02,CUST-0864,2026-06-15 02:45:00,"In this account context, Leave this with me — I’ll trace the failed payment — within 24 hours.",trace the failed payment,,within 24 hours,2026-06-16 02:45:00,overdue,84.56671235172455,1,False,,0.0
CONV-000869,MSG-000869-02,CUST-0923,2026-07-30 01:43:00,"Regarding reference 186901: I can take this forward and attach the requested export by Friday, then I’ll update you.",attach the requested export,,,,no_deadline,0.0,0,False,,0.0
CONV-000871,MSG-000871-01,CUST-0414,2026-03-06 14:54:00,"Looking at request 266091, I’m going to trace the failed payment with the next step.",trace the failed payment,,,,no_deadline,0.0,0,False,,0.0
CONV-000871,MSG-000871-02,CUST-0414,2026-03-06 14:58:00,"Regarding reference 274010: I can take this forward and attach the requested export today, then I’ll update you.",attach the requested export,,today,2026-03-06 00:00:00,overdue,186.68129568515045,1,False,,0.0
CONV-000871,MSG-000871-03,CUST-0414,2026-03-06 15:12:00,Quick note on ticket 281929: I’m going to restore the missing entitlement without requiring another message from u. thx,restore the missing entitlement,,,,no_deadline,0.0,0,False,,0.0
CONV-000874,MSG-000874-01,CUST-0941,2026-06-13 15:25:00,"For case 361119, I’ll personally share the diagnostic notes — today.",share the diagnostic notes,,today,2026-06-13 00:00:00,overdue,87.68129568523149,1,False,,0.0
CONV-000874,MSG-000874-06,CUST-0941,2026-06-13 15:45:00,"For the record, Let me ask our security team to verify the login later this week.",ask our security team to verify the login,,this week,2026-06-19 00:00:00,overdue,81.68129568530092,1,False,,0.0
CONV-000874,MSG-000874-07,CUST-0941,2026-06-13 16:19:00,"In this account context, I’ll personally check the delivery scan — within 24 hours.",check the delivery scan,,within 24 hours,2026-06-14 16:19:00,overdue,86.00143457427083,1,False,,0.0
CONV-000875,MSG-000875-02,CUST-0942,2026-04-10 13:03:00,"On the current thread (440309), Hi — Count on me to ask our security team to verify the login today.",ask our security team to verify the login,,today,2026-04-10 00:00:00,overdue,151.68129568546297,1,False,,0.0
CONV-000876,MSG-000876-03,CUST-0887,2026-05-12 10:02:00,Regarding reference 479904: I can take this forward and review the account history tomorrow.,review the account history,,tomorrow,2026-05-13 00:00:00,overdue,118.68129568554399,1,False,,0.0
CONV-000877,MSG-000877-03,CUST-0259,2026-03-16 05:04:00,"For case 503661, Let me trace the failed payment today.",trace the failed payment,,today,2026-03-16 00:00:00,overdue,176.68129568561343,1,False,,0.0
CONV-000877,MSG-000877-06,CUST-0259,2026-03-16 05:41:00,"Quick note on ticket 527418: Hi — Count on me to raise this with the engineering queue within 24 hours, then I’ll update you.",raise this with the engineering queue,,within 24 hours,2026-03-17 05:41:00,overdue,175.4444901301389,1,False,,0.0
CONV-000878,MSG-000878-04,CUST-0072,2026-06-07 11:37:01,"On the support thread, Count on me to raise this with the engineering queue — within 24 hours.",raise this with the engineering queue,,within 24 hours,2026-06-08 11:37:01,overdue,92.19725633392362,1,False,,0.0
CONV-000879,MSG-000879-03,CUST-0024,2026-06-21 10:07:00,"In this account context, I can take this forward and restore the missing entitlement today, then I’ll update you.",restore the missing entitlement,,today,2026-06-21 00:00:00,overdue,79.6812956858449,1,False,,0.0
CONV-000879,MSG-000879-05,CUST-0024,2026-06-21 10:13:00,"On the current thread (654122), Count on me to arrange a replacement unit — within 24 hours.",arrange a replacement unit,,within 24 hours,2026-06-22 10:13:00,overdue,78.25560124148149,1,False,,0.0
CONV-000880,MSG-000880-02,CUST-0472,2026-04-24 06:16:00,"On the current thread (669960), Let me restore the missing entitlement — today.",restore the missing entitlement,,today,2026-04-24 00:00:00,overdue,137.68129568600696,1,False,,0.0
CONV-000881,MSG-000881-03,CUST-0539,2026-05-20 06:43:00,Quick note on ticket 709555: I’ll personally attach the requested export tomorrow.,attach the requested export,,tomorrow,2026-05-21 00:00:00,overdue,110.6812956860764,1,False,,0.0
CONV-000885,MSG-000885-03,CUST-0907,2026-05-27 04:30:00,"On the support thread, I can take this forward and raise this with the engineering queue — tomorrow.",raise this with the engineering queue,,tomorrow,2026-05-28 00:00:00,overdue,103.68129568615741,1,False,,0.0
CONV-000886,MSG-000886-02,CUST-0676,2026-02-06 08:05:00,"In this account context, Hi — I will confirm the cancellation details tomorrow, then I’ll update you.",confirm the cancellation details,,tomorrow,2026-02-07 00:00:00,overdue,213.68129568623846,1,False,,0.0
CONV-000886,MSG-000886-03,CUST-0676,2026-02-06 08:07:00,"For the record, I’ll make sure I send a written explanation today.",send a written explanation,,today,2026-02-06 00:00:00,overdue,214.68129568630786,1,False,,0.0
CONV-000886,MSG-000886-05,CUST-0676,2026-02-06 08:55:00,"On the current thread (915449), I will share the diagnostic notes — tomorrow.",share the diagnostic notes,,tomorrow,2026-02-07 00:00:00,overdue,213.6812956863889,1,False,,0.0
CONV-000887,MSG-000887-01,CUST-0717,2026-02-02 11:50:00,Regarding reference 923368: Let me attach the requested export within 24 hours. I know this has been frustrating.,attach the requested export,,within 24 hours,2026-02-03 11:50:00,overdue,217.18824013091435,1,False,,0.0
CONV-000887,MSG-000887-06,CUST-0717,2026-02-02 12:35:00,"Looking at request 962963, ill personally send the corrected invoice today, then ill update u. thx",send the corrected invoice,,today,2026-02-02 00:00:00,overdue,218.68129568653936,1,False,,0.0
CONV-000890,MSG-000890-02,CUST-0822,2026-06-27 07:05:00,"Looking at request 026332, Count on me to confirm the cancellation details by Friday, then ill update u. thx",confirm the cancellation details,,,,no_deadline,0.0,0,False,,0.0
CONV-000890,MSG-000890-06,CUST-0822,2026-06-27 07:29:00,"For case 058008, Hi — I will call you with the outcome — later this week.",call you with the outcome,,this week,2026-07-03 00:00:00,overdue,67.68129568662037,1,False,,0.0
CONV-000890,MSG-000890-07,CUST-0822,2026-06-27 07:29:01,Quick note on ticket 065927: I’m going to review the account history later this week.,review the account history,,this week,2026-07-03 00:00:00,overdue,67.68129568670139,1,False,,0.0
CONV-000890,MSG-000890-09,CUST-0822,2026-06-27 07:31:00,"For the record, I’ll trace the failed payment after I verify the details.",trace the failed payment,,,,no_deadline,0.0,0,False,,0.0
CONV-000891,MSG-000891-04,CUST-0414,2026-03-19 10:14:00,Regarding reference 129279: Count on me to send the corrected invoice and keep u posted. thx,send the corrected invoice,,,,no_deadline,0.0,0,False,,0.0
CONV-000891,MSG-000891-06,CUST-0414,2026-03-19 10:43:01,"In this account context, Let me send a written explanation today, then I’ll update you.",send a written explanation,,today,2026-03-19 00:00:00,overdue,173.68129568678242,1,False,,0.0
